대학교명,학과명,대학교ID,학과ID
한국열린사이버대학교,경영학과,90,24
한국열린사이버대학교,교양인문학부,90,4
한국열린사이버대학교,군사학과,90,40
한국열린사이버대학교,보건관리학과,90,107
한국열린사이버대학교,산림자원학과,90,93
한국영상대학교,게임콘텐츠과,60,67
한국영상대학교,경찰행정과,60,27
한국영상대학교,교양과,60,3
한국영상대학교,문예창작과,60,15
한국예술종합학교,건축학과,216,65
한국예술종합학교,문예창작학과,216,16
한국외국어대학교,경영정보학과,91,23
한국외국어대학교,경영학과,91,24
한국외국어대학교,경제학과,91,26
한국외국어대학교,관광경영학과,91,30
한국외국어대학교,광고홍보학과,91,32
한국외국어대학교,교양사회과학부,91,34
한국외국어대학교,교양인문학부,91,4
한국외국어대학교,교육학과,91,45
한국외국어대학교,국어교육과,91,46
한국외국어대학교,국어국문학과,91,5
한국외국어대학교,국제지역학과,91,7
한국외국어대학교,국제통상학과,91,38
한국외국어대학교,국제학부,91,39
한국외국어대학교,기타아시아어학과,91,9
한국외국어대학교,기타유럽어학과,91,10
한국외국어대학교,독어독문학과,91,11
한국외국어대학교,독일어교육과,91,50
한국외국어대학교,러시아어문학과,91,13
한국외국어대학교,러시아학과,91,14
한국외국어대학교,물리학과,91,88
한국외국어대학교,불어교육과,91,53
한국외국어대학교,생명공학과,91,94
한국전통문화대학교,건축학과,15,65
한국전통문화대학교,고고학과,15,1
한국전통문화대학교,교양인문학부,15,4
한국침례신학대학교,교양인문학부,112,4
한국침례신학대학교,교육학과,112,45
한국폴리텍 I 대학 서울강서캠퍼스,의료정보시스템과,363,120
한국폴리텍 I 대학 서울정수캠퍼스,기계과,319,78
한국폴리텍 I 대학 서울정수캠퍼스,기계설계과,319,80
한국폴리텍 I 대학 성남캠퍼스,금형설계과,317,76
한국폴리텍 I 대학 성남캠퍼스,기계과,317,78
한국폴리텍 II 대학 인천캠퍼스,건축설비과,310,64
한국폴리텍 II 대학 인천캠퍼스,금형설계과,310,76
한국폴리텍 II 대학 인천캠퍼스,기계과,310,78
한국폴리텍 III 대학 강릉캠퍼스,기계과,321,78
한국폴리텍 III 대학 원주캠퍼스,기계과,322,78
한국폴리텍 III 대학 원주캠퍼스,의료보장구과,322,118
한국폴리텍 IV 대학 대전캠퍼스,기계과,320,78
한국폴리텍 IV 대학 아산캠퍼스,기계과,325,78
한국폴리텍 IV 대학 청주캠퍼스,기계과,324,78
한국폴리텍 IV 대학 충남캠퍼스,건축설비과,312,64
한국폴리텍 IV 대학 충남캠퍼스,기계과,312,78
한국폴리텍 IV 대학 충남캠퍼스,기계설계과,312,80
한국폴리텍 V 대학 광주캠퍼스,금형설계과,316,76
한국폴리텍 V 대학 광주캠퍼스,기계과,316,78
한국폴리텍 V 대학 광주캠퍼스,기계설계과,316,80
한국폴리텍 V 대학 익산캠퍼스,기계과,326,78
한국폴리텍 V 대학 전남캠퍼스,기계과,328,78
한국폴리텍 V 대학 전북캠퍼스,기계과,327,78
한국폴리텍 V 대학 전북캠퍼스,농수산과,327,84
한국폴리텍 VI 대학 구미캠퍼스,기계과,329,78
한국폴리텍 VI 대학 대구캠퍼스,금형설계과,315,76
한국폴리텍 VI 대학 대구캠퍼스,기계과,315,78
한국폴리텍 VI 대학 영남융합기술캠퍼스,바이오생명정보과,340,91
한국폴리텍 VII 대학 부산캠퍼스,금형설계과,314,76
한국폴리텍 VII 대학 부산캠퍼스,기계과,314,78
한국폴리텍 VII 대학 울산캠퍼스,건축설비과,311,64
한국폴리텍 VII 대학 울산캠퍼스,기계과,311,78
한국폴리텍 VII 대학 울산캠퍼스,산업안전과,311,110
한국폴리텍 VII 대학 진주캠퍼스,기계과,334,78
한국폴리텍 VII 대학 창원캠퍼스,금형설계과,318,76
한국폴리텍 VII 대학 창원캠퍼스,기계과,318,78
한국폴리텍 특성화대학 바이오캠퍼스,바이오생명정보과,341,91
한국항공대학교,교양공학부,142,71
한국항공대학교,교양인문학부,142,4
한남대학교,교양공학부,113,71
한남대학교,교양사회과학부,113,34
한남대학교,교양자연과학부,113,82
한동대학교,교양공학부,187,71
한라대학교,교양공학부,260,71
한림대학교,교양자연과학부,151,82
한림대학교,국제학부,151,39
한림대학교,언어치료학과,151,59
한림성심대학교,건축과,49,63
한림성심대학교,경영정보과,49,22
한림성심대학교,경영회계정보과,49,25
한림성심대학교,관광경영과,49,29
한림성심대학교,교양과,49,3
한림성심대학교,물리치료과,49,103
한림성심대학교,방사선과,49,105
한림성심대학교,보건환경과,49,109
한림성심대학교,의료보장구과,49,118
한서대학교,국제지역학과,164,7
한서대학교,국제학부,164,39
한서대학교,보건관리학과,164,107
한성대학교,교양공학부,92,71
한신대학교,교양공학부,144,71
한신대학교,교양사회과학부,144,34
한신대학교,교양자연과학부,144,82
한신대학교,국제지역학과,144,7
한신대학교,국제학부,144,39
한양대학교,교양자연과학부,93,82
한양대학교,국제지역학과,93,7
한양대학교 ERICA캠퍼스,광고홍보학과,145,32
한양대학교 ERICA캠퍼스,교양인문학부,145,4
한양대학교 ERICA캠퍼스,교양자연과학부,145,82
한양대학교 ERICA캠퍼스,국방기술학과,145,74
한양대학교 ERICA캠퍼스,약학부,145,112
한양사이버대학교,건축학과,252,65
한양사이버대학교,경영정보학과,252,23
한양사이버대학교,경영학과,252,24
한양사이버대학교,경제학과,252,26
한양사이버대학교,관광경영학과,252,30
한양사이버대학교,광고홍보학과,252,32
한양사이버대학교,교양사회과학부,252,34
한양사이버대학교,교육공학과,252,44
한양사이버대학교,국방기술학과,252,74
한양사이버대학교,기계공학과,252,77
한양사이버대학교,예술치료학과,252,115
한양여자대학교,경영정보과,212,22
한양여자대학교,관광경영과,212,29
한양여자대학교,문예창작과,212,15
한양여자대학교,보건행정과,212,108
한영대학교,교양과,57,3
한일장신대학교,교양인문학부,170,4
협성대학교,교양인문학부,146,4
혜전대학교,농수산과,338,84
혜전대학교,반려동물과,338,92
혜전대학교,소방안전관리과,338,111
혜전대학교,언어재활과,338,113
혜전대학교,의료정보시스템과,338,120
호남대학교,교양사회과학부,122,34
호남대학교,교양인문학부,122,4
호남대학교,교양자연과학부,122,82
호남대학교,보건관리학과,122,107
호산대학교,건축설비과,308,64
호산대학교,기계과,308,78
호산대학교,방사선과,308,105
호산대학교,소방안전관리과,308,111
호서대학교,교양인문학부,165,4
호서대학교,국제학부,165,39
호원대학교,게임공학과,171,66
홍익대학교,경영학과,94,24
홍익대학교,경제학과,94,26
홍익대학교,교양인문학부,94,4
홍익대학교,교육학과,94,45
홍익대학교,국어교육과,94,46
홍익대학교,국어국문학과,94,5
홍익대학교,독어독문학과,94,11
홍익대학교,수학교육과,94,56
홍익대학교,역사교육과,94,60
홍익대학교 세종캠퍼스,게임공학과,191,66
홍익대학교 세종캠퍼스,경영학과,191,24
홍익대학교 세종캠퍼스,교양인문학부,191,4
홍익대학교 세종캠퍼스,금속공학과,191,75
화성의과학대학교,경찰행정학과,259,28
화신사이버대학교,경영정보학과,203,23
화신사이버대학교,경영학과,203,24
화신사이버대학교,교양사회과학부,203,34
화신사이버대학교,국어교육과,203,46
화신사이버대학교,국제문화정보학과,203,6
화신사이버대학교,농공학과,203,83
